id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
55051058,63dc55f8-9feb-4bbd-b0f5-074079880de3,2020/05/17 5:23 PM -0300,2020-05-17,2020-05-17 20:23:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-01 16:38:07 UTC,2020-08-03 18:22:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55051058,https://inaturalist-open-data.s3.amazonaws.com/photos/87630214/medium.jpeg,,,Indivíduo que faz parte de um pequeno grupo com um filhote ainda indefinido e um indivíduo híbrido.,1,0,FALSE,,"Minas Gerais, BR",-210.165.921.786,-426.370.263.435,4,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
55315430,7709aa3e-c464-4875-b56d-b7d8f69a560d,2019/09/11 1:53 PM -0300,2019-09-11,2019-09-11 16:53:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-03 20:06:11 UTC,2020-08-04 00:48:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55315430,https://inaturalist-open-data.s3.amazonaws.com/photos/88065494/medium.jpeg,,,"Grupo formado por cerca de oito individuos, sem a presença de invasores ou híbridos",2,0,FALSE,,"Minas Gerais, BR",-211.564.545.448,-427.278.066.049,3,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
55315437,3df991a1-82e0-4f57-bcd8-d94f0df48682,2019/09/11 4:55 PM -0300,2019-09-11,2019-09-11 19:55:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-03 20:06:12 UTC,2020-08-04 00:46:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55315437,https://inaturalist-open-data.s3.amazonaws.com/photos/88066173/medium.jpeg,,,"Grupo formado por cerca de 15 indivíduos, cerca de dez são indivíduos puros e cinco híbridos",2,0,FALSE,,"Minas Gerais, BR",-211.444.814.479,-426.729.643.202,31,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
55439191,64087d8e-57ca-4f72-abcb-be6aa67e0639,2019/08/11 11:21 AM -0300,2019-08-11,2019-08-11 14:21:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-04 23:14:12 UTC,2024-04-28 02:45:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55439191,https://inaturalist-open-data.s3.amazonaws.com/photos/88277571/medium.jpeg,,,Dois indivíduos puros e um híbrido,2,0,FALSE,,"Minas Gerais, BR",-206.162.535.375,-428.145.142.335,15,,,,30453,,obscured,TRUE,,,,Viçosa,Minas Gerais,Brazil,Minas Gerais,Viçosa,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
55526933,ff51e7c6-1222-40b5-83e8-f799fcca506a,2019/08/03 11:38 AM -0300,2019-08-03,2019-08-03 14:38:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-05 19:57:59 UTC,2020-08-05 22:28:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55526933,https://inaturalist-open-data.s3.amazonaws.com/photos/88419638/medium.jpeg,,,"Grupo formado por cerca de dez indivíduos, sem hibridação",2,0,FALSE,,"Minas Gerais, BR",-211.620.874.978,-426.659.416.389,15,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56056304,ae1f4ab0-e164-4f4d-bd02-de02d28a945b,2019/07/08 3:17 PM -0300,2019-07-08,2019-07-08 18:17:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-10 19:21:41 UTC,2020-08-11 05:50:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56056304,https://inaturalist-open-data.s3.amazonaws.com/photos/89299102/medium.jpeg,,,"Grupo com cerca de ddez individuos, sem presença de individuos híbridos.",3,0,FALSE,,"Minas Gerais, BR",-211.173.355.859,-426.570.553.028,16,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56524433,7e568901-34a8-41b2-a1ac-1adcf150d344,2019/04/19 11:32 AM -0300,2019-04-19,2019-04-19 14:32:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-15 15:56:26 UTC,2020-08-16 18:34:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56524433,https://inaturalist-open-data.s3.amazonaws.com/photos/90084106/medium.jpeg,,,Grupo com cerca de dez individuos,3,0,FALSE,,"Minas Gerais, BR",-210.805.253.738,-426.565.344.032,4,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56526000,9d17739f-d695-4453-ab2f-14523a77dd8d,2019/04/04 10:40 AM -0300,2019-04-04,2019-04-04 13:40:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-15 16:10:08 UTC,2024-04-28 02:44:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56526000,https://inaturalist-open-data.s3.amazonaws.com/photos/90086906/medium.jpeg,,,Grupo formado por dois auritas e dois híbridos,4,0,FALSE,,"Minas Gerais, BR",-206.487.028.808,-429.974.602.485,15,,,,30453,,obscured,TRUE,,,,Viçosa,Minas Gerais,Brazil,Minas Gerais,Viçosa,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56528219,5a842240-fba4-4962-bc5d-b938e856b11c,2019/03/25 8:27 AM -0300,2019-03-25,2019-03-25 11:27:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-15 16:29:43 UTC,2024-04-28 02:43:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56528219,https://inaturalist-open-data.s3.amazonaws.com/photos/90089312/medium.jpeg,,,Grupo formado por dois auritas e dois híbridos,2,0,FALSE,,"Minas Gerais, BR",-207.131.357.738,-428.152.924.306,4,,,,30453,,obscured,TRUE,,,,Viçosa,Minas Gerais,Brazil,Minas Gerais,Viçosa,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56529703,d26af28c-8046-4dbd-93b6-4f7017f95fe8,2019/02/23 5:06 PM -0300,2019-02-23,2019-02-23 20:06:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-15 16:42:41 UTC,2020-08-15 16:56:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56529703,https://inaturalist-open-data.s3.amazonaws.com/photos/90092206/medium.jpeg,,,Grupo formado por 16 individuos,1,0,FALSE,,"Minas Gerais, BR",-210.481.392.258,-426.456.061.294,8,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56536829,b30df5c6-ea70-4ebc-b243-c0d00d7f473d,2019/01/08 10:02 AM -0200,2019-01-08,2019-01-08 12:02:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-15 17:41:38 UTC,2020-08-16 18:33:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56536829,https://inaturalist-open-data.s3.amazonaws.com/photos/90104575/medium.jpeg,,,,2,0,FALSE,,"Minas Gerais, BR",-211.443.964.441,-427.237.200.874,8,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56539615,69247f57-4268-4008-bf2a-b2addfd24425,2019/01/07 4:43 PM -0200,2019-01-07,2019-01-07 18:43:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-15 18:05:20 UTC,2020-08-16 16:10:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56539615,https://inaturalist-open-data.s3.amazonaws.com/photos/90107611/medium.jpeg,,,Grupo de três individuos,1,0,FALSE,,"Minas Gerais, BR",-21.138.470.638,-427.339.607.819,31,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56541206,0f7704fe-3cc3-4a09-a765-1cfd93c08830,2019/01/04 8:17 AM -0200,2019-01-04,2019-01-04 10:17:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-15 18:17:56 UTC,2020-08-16 18:33:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56541206,https://inaturalist-open-data.s3.amazonaws.com/photos/90110706/medium.jpeg,,,Grupo de 16 individuos,3,0,FALSE,,"Minas Gerais, BR",-211.686.653.037,-427.738.943.245,8,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56541207,fd524ee8-9fc0-404f-85d3-9554c71d9587,2019/04/19 9:36 AM -0300,2019-04-19,2019-04-19 12:36:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-15 18:17:57 UTC,2020-08-16 18:33:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56541207,https://inaturalist-open-data.s3.amazonaws.com/photos/90111262/medium.jpeg,,,Grupo formado por 16 indivíduos,3,0,FALSE,,"Minas Gerais, BR",-21.144.139.649,-427.051.366.757,8,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56541209,1d66ac65-a43d-4a9b-9bae-5559a94d7ea9,2019/01/04 9:02 AM -0200,2019-01-04,2019-01-04 11:02:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-15 18:17:59 UTC,2020-08-16 17:47:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56541209,https://inaturalist-open-data.s3.amazonaws.com/photos/90110874/medium.jpeg,,,Grupo misto formado por auritas e híbridos,2,0,FALSE,,"Minas Gerais, BR",-211.596.477.205,-427.047.330.476,15,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56559263,cc9ec76d-bb07-4996-a2d6-bf21aaa5aaf4,2018/12/29 3:20 PM -0200,2018-12-29,2018-12-29 17:20:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-15 20:47:02 UTC,2020-08-16 18:32:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56559263,https://inaturalist-open-data.s3.amazonaws.com/photos/90141126/medium.jpeg,,,,3,0,FALSE,,"Minas Gerais, BR",-211.324.284.967,-427.588.421.395,15,,,,30415,,obscured,TRUE,,,,Guidoval,Minas Gerais,Brazil,Minas Gerais,Guidoval,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56634219,dcacb962-f199-4ded-b4f1-6ae8275603ca,2018/12/27 9:25 AM -0200,2018-12-27,2018-12-27 11:25:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-16 15:20:27 UTC,2020-08-16 18:30:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56634219,https://inaturalist-open-data.s3.amazonaws.com/photos/90264256/medium.jpeg,,,,3,0,FALSE,,"Minas Gerais, BR",-210.659.865.963,-426.355.350.106,15,,,,30415,,obscured,TRUE,,,,Guiricema,Minas Gerais,Brazil,Minas Gerais,Guiricema,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56656484,780ec367-8a66-499d-b78c-991e1dfb3d9a,2018/12/21 4:31 PM -0200,2018-12-21,2018-12-21 18:31:00 UTC,Mid-Atlantic,984796,orlandovital,Orlando Vital,2020-08-16 18:30:46 UTC,2024-04-28 02:02:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56656484,https://inaturalist-open-data.s3.amazonaws.com/photos/90301187/medium.jpeg,,,,3,0,FALSE,,"Rio de Janeiro, BR",-22.504.930.434,-433.949.975.733,8,,,,30278,,obscured,TRUE,,,,Miguel Pereira,Rio de Janeiro,Brazil,Rio de Janeiro,Miguel Pereira,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56765683,6a1068b7-04e2-4223-96fd-4f4431d6048f,2018/09/10 8:34 AM -0300,2018-09-10,2018-09-10 11:34:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-17 18:28:12 UTC,2024-04-28 02:45:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56765683,https://inaturalist-open-data.s3.amazonaws.com/photos/90474162/medium.jpeg,,,Grupo de formas híbridas bem semelhantes a Callithrix aurita,2,0,FALSE,,"Minas Gerais, BR",-206.402.610.322,-42.881.020.014,15,,,,30453,,obscured,TRUE,,,,Teixeiras,Minas Gerais,Brazil,Minas Gerais,Teixeiras,Marmouset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56792846,e2029e41-e7d0-4c8b-a32e-174f7710413e,2018/06/17 7:34 AM -03,2018-06-17,2018-06-17 10:34:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-17 23:41:31 UTC,2024-04-28 02:43:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56792846,https://inaturalist-open-data.s3.amazonaws.com/photos/90529591/medium.jpeg,,,,3,0,FALSE,,"Minas Gerais, BR",-207.890.819.196,-429.423.021.831,4,,,,30453,,obscured,TRUE,,,,Viçosa,Minas Gerais,Brazil,Minas Gerais,Viçosa,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
56944222,80f787e6-52b1-4c6e-9e34-c9cc052c84d2,2018/05/15 9:14 AM -0300,2018-05-15,2018-05-15 12:14:00 UTC,Brasilia,984796,orlandovital,Orlando Vital,2020-08-19 16:22:32 UTC,2024-04-28 02:44:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56944222,https://inaturalist-open-data.s3.amazonaws.com/photos/90783408/medium.jpeg,,,,3,0,FALSE,,"Minas Gerais, BR",-206.992.846.277,-42.832.841.555,8,,,,30453,,obscured,TRUE,,,,Viçosa,Minas Gerais,Brazil,Minas Gerais,Viçosa,Sagui-da-Serra-Escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
64680897,d7623a5e-ec8b-4dda-be53-e350723599fd,2020/11/08 9:05 AM -0200,2020-11-08,2020-11-08 11:05:00 UTC,Mid-Atlantic,488417,nortonsantos,Norton Santos,2020-11-11 18:33:28 UTC,2020-11-29 15:13:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/64680897,https://inaturalist-open-data.s3.amazonaws.com/photos/104022473/medium.jpg,,,,3,0,FALSE,,"Minas Gerais, BR",-221.060.800.618,-462.008.507.368,,,,,30318,obscured,obscured,TRUE,,,,Santa Rita de Caldas,Minas Gerais,Brazil,Minas Gerais,Santa Rita de Caldas,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
65937382,897e306c-9e61-4d24-9901-d3c2df7b5a41,2020-11-29 5:30:00 PM GMT-03:00,2020-11-29,2020-11-29 20:30:00 UTC,Brasilia,1895532,kaique_ssf,Kaique S. S. Freitas,2020-12-01 12:57:23 UTC,2020-12-02 02:10:13 UTC,research,CC0,https://www.inaturalist.org/observations/65937382,https://inaturalist-open-data.s3.amazonaws.com/photos/106210853/medium.jpeg,,,Havia um casal no local,4,0,FALSE,2,"Minas Gerais, BR",-217.826.175.198,-459.401.047.959,2726,,,,30357,,obscured,TRUE,gps,gps,,Poço Fundo,Minas Gerais,Brazil,Minas Gerais,Poço Fundo,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
67062754,1152db6b-2c2b-4910-a5c9-cb578406a22b,2020/12/25 2:02 PM -0200,2020-12-25,2020-12-25 17:02:00 UTC,Brasilia,1032016,pedro1203,Pedro Henrique Maloso Ramos,2020-12-25 23:46:51 UTC,2024-08-06 19:27:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/67062754,https://inaturalist-open-data.s3.amazonaws.com/photos/108256720/medium.jpeg,,,Vídeo: https://youtu.be/zIb3zuL_5Dk,4,0,FALSE,,"Rio de Janeiro, BR",-222.932.294.074,-433.571.455.974,15477,,,,30298,,obscured,TRUE,,,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,Callithrix aurita,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
72173513,303e0fef-54a1-47e6-aa01-7d2cc8198da7,2021/03/22 12:21 PM -0300,2021-03-22,2021-03-22 15:21:00 UTC,Brasilia,3290707,gabrielalocher,Gabi Locher,2021-03-27 15:59:31 UTC,2021-03-28 02:04:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72173513,https://inaturalist-open-data.s3.amazonaws.com/photos/117627605/medium.jpeg,,,,1,0,FALSE,,"São Paulo, BR",-231.128.948.652,-452.334.914.582,250,,,,30217,,obscured,TRUE,,,,Taubaté,São Paulo,Brazil,São Paulo,Taubaté,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
73023625,d3ea7066-61a9-4bbb-9e68-996c35f828cd,2016/05/26 7:27 PM -0400,2016-05-26,2016-05-26 23:27:00 UTC,Santiago,4164244,ronaldo_g_lebowski,Ronaldo Garcia,2021-04-05 16:46:34 UTC,2021-04-09 03:23:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73023625,https://inaturalist-open-data.s3.amazonaws.com/photos/119161815/medium.jpg,,,,1,0,FALSE,,"São Paulo, BR",-23.423.778.498,-467.931.642.221,7765,,,,30175,,obscured,TRUE,,,,São Paulo,São Paulo,Brazil,São Paulo,São Paulo,Sagui-da-Serra-Escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
73508879,00a39650-4860-4f57-833b-fcd909aa1127,2016/01/27,2016-01-27,,Brasilia,4140797,luciano_bernardes,Luciano Bernardes,2021-04-10 17:07:24 UTC,2024-08-04 21:54:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73508879,https://inaturalist-open-data.s3.amazonaws.com/photos/120017645/medium.jpg,,,,1,0,FALSE,,"São Paulo, BR",-23.406.851.308,-467.522.616.885,2075,,,,30175,,obscured,TRUE,,,,São Paulo,São Paulo,Brazil,São Paulo,São Paulo,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
73678169,0149aa7e-1f45-4187-86cc-3360c5a706af,2016/05/26,2016-05-26,,Brasilia,4140797,luciano_bernardes,Luciano Bernardes,2021-04-11 22:27:51 UTC,2024-08-04 21:54:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73678169,https://inaturalist-open-data.s3.amazonaws.com/photos/120312628/medium.jpg,,,,1,0,FALSE,,"São Paulo, BR",-234.774.745.665,-466.046.734.504,2075,,,,30175,,obscured,TRUE,,,,São Paulo,São Paulo,Brazil,São Paulo,São Paulo,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
79539443,a4707536-9094-4477-9a3c-8df1ee909672,2021/05/06 1:02 AM -0400,2021-05-06,2021-05-06 05:02:00 UTC,Santiago,4412888,alessandrorocha_eco,Alessandro Rocha,2021-05-20 16:49:23 UTC,2021-08-03 00:52:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79539443,https://inaturalist-open-data.s3.amazonaws.com/photos/130286734/medium.jpeg,,,,4,0,FALSE,,Brazil,-228.928.044.952,-463.057.661.751,3669,,,,30237,,obscured,TRUE,,,,Extrema,Minas Gerais,Brazil,Minas Gerais,Extrema,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
81815163,80ba62f8-1324-4d1d-a73e-a6a2b624f9c8,2021/06/05 12:31 PM -0300,2021-06-05,2021-06-05 15:31:00 UTC,Brasilia,865087,luisfelipe4,Luis Felipe Teixeira,2021-06-06 04:39:47 UTC,2021-06-06 15:12:45 UTC,research,,https://www.inaturalist.org/observations/81815163,https://static.inaturalist.org/photos/134201789/medium.jpeg,,,,1,0,FALSE,,"São Paulo, BR",-235.884.033.513,-467.863.149.537,,,,,30175,,obscured,TRUE,,,,São Paulo,São Paulo,Brazil,São Paulo,São Paulo,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
81953841,0a2be6c5-220c-469e-accb-0e7dd446638e,2021-06-06,2021-06-06,,UTC,2214772,wesllei,Wesllei Dos Santos,2021-06-07 00:09:54 UTC,2021-08-13 10:34:31 UTC,research,,https://www.inaturalist.org/observations/81953841,https://static.inaturalist.org/photos/134461254/medium.jpeg,,,,1,0,FALSE,2,"São Paulo, BR",-234.162.646.415,-460.089.685.368,97,,,,30175,,obscured,TRUE,,,,Guaratinguetá,São Paulo,Brazil,São Paulo,Guaratinguetá,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
82057761,9ef14169-91ca-487a-ae2a-f5419bf8382f,2018/02/04 10:24 AM UTC,2018-02-04,2018-02-04 10:24:00 UTC,UTC,1898922,brunomoller_brm,Bruno R. Möller,2021-06-07 18:29:37 UTC,2024-04-28 02:18:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82057761,https://inaturalist-open-data.s3.amazonaws.com/photos/134635565/medium.jpeg,,,,3,0,FALSE,,"Rio de Janeiro, BR",-222.562.313.673,-431.109.346.228,2,,,,30298,,obscured,TRUE,,,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
82057794,9e107116-0090-4793-b9c7-7e75a91189d5,2019/07/09 1:14 PM UTC,2019-07-09,2019-07-09 13:14:00 UTC,UTC,1898922,brunomoller_brm,Bruno R. Möller,2021-06-07 18:29:50 UTC,2024-04-28 02:18:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82057794,https://inaturalist-open-data.s3.amazonaws.com/photos/134637404/medium.jpeg,,,,3,0,FALSE,,"Rio de Janeiro, BR",-224.705.637.746,-430.280.712.533,244,,,,30278,,obscured,TRUE,,,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
82057875,512f9e93-210c-4c63-8db4-ab912c80bd3f,2021/02/09 6:19 AM UTC,2021-02-09,2021-02-09 06:19:00 UTC,UTC,1898922,brunomoller_brm,Bruno R. Möller,2021-06-07 18:30:14 UTC,2025-05-07 16:41:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82057875,https://inaturalist-open-data.s3.amazonaws.com/photos/134644002/medium.jpeg,,,,2,1,FALSE,,"Rio de Janeiro, BR",-223.482.605.439,-431.858.434.748,2,,,,30298,,obscured,TRUE,,,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
89829324,bf364ab1-6404-47b6-b803-fec99d821e5f,2021/07/21 8:33 AM UTC,2021-07-21,2021-07-21 08:33:00 UTC,UTC,1898922,brunomoller_brm,Bruno R. Möller,2021-08-03 21:14:32 UTC,2024-04-28 02:18:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89829324,https://inaturalist-open-data.s3.amazonaws.com/photos/148382452/medium.jpeg,,,,5,0,FALSE,,"Rio de Janeiro, BR",-223.356.954.746,-431.350.668.273,4,,,,30298,,obscured,TRUE,,,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
90550437,77da361f-fb64-47bb-99e5-5f86ee66b281,2021-08-03 16:52:46,2021-08-03,2021-08-03 19:52:46 UTC,Brasilia,2362451,matheusmsantos,Matheus M. Santos,2021-08-09 16:19:08 UTC,2021-08-09 16:48:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90550437,https://inaturalist-open-data.s3.amazonaws.com/photos/149665581/medium.jpeg,,,Aparentemente com fenótipo híbrido.,1,0,FALSE,2,"São Paulo, BR",-232.668.341.965,-466.470.555.756,63,,,,30196,,obscured,TRUE,gps,gps,,Franco da Rocha,São Paulo,Brazil,São Paulo,Franco da Rocha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
93659638,d51d7874-ead6-4117-a99a-b7d405ebb1ac,2021-09-03 08:48:25,2021-09-03,2021-09-03 11:48:25 UTC,Brasilia,1895532,kaique_ssf,Kaique S. S. Freitas,2021-09-05 00:51:56 UTC,2021-09-08 07:57:33 UTC,research,CC0,https://www.inaturalist.org/observations/93659638,https://static.inaturalist.org/photos/155261938/medium.jpeg,,,,2,0,FALSE,2,"Minas Gerais, BR",-22.152.260.127,-459.709.989.882,2438,,,,30318,,obscured,TRUE,gps,gps,,Silvianópolis,Minas Gerais,Brazil,Minas Gerais,Silvianópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
93720673,805faa59-89f6-4a22-8ba9-a16ca6fb0079,2021-09-05 11:51:27,2021-09-05,2021-09-05 14:51:27 UTC,Brasilia,4902386,oiheya,Paloma Ghirotti,2021-09-05 14:54:22 UTC,2021-10-03 14:52:12 UTC,research,,https://www.inaturalist.org/observations/93720673,https://static.inaturalist.org/photos/155371659/medium.jpeg,,,,2,0,FALSE,2,"São Paulo, BR",-23.378.612.207,-467.673.065.418,3244,,,,30196,,obscured,TRUE,gps,gps,,Mairiporã,São Paulo,Brazil,São Paulo,Mairiporã,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
95815011,bc8fd43e-b2c7-432c-a38d-f167bcc03cde,2021/09/19 11:20 AM -0300,2021-09-19,2021-09-19 14:20:00 UTC,Brasilia,3622442,claudia_mermelstein,,2021-09-23 01:04:09 UTC,2021-10-03 14:25:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95815011,https://inaturalist-open-data.s3.amazonaws.com/photos/159109099/medium.jpeg,,,,2,0,FALSE,,"Rio de Janeiro, BR",-223.489.597.258,-430.422.047.167,4,,,,30298,,obscured,TRUE,,,,São José do Vale do Rio Preto,Rio de Janeiro,Brazil,Rio de Janeiro,São José do Vale do Rio Preto,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
