id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
98045361,960fc894-ead4-4ffb-874d-4b7cf3608be5,2021/10/12 11:00,2021-10-12,2021-10-12 14:00:00 UTC,Santiago,4412888,alessandrorocha_eco,Alessandro Rocha,2021-10-12 21:23:50 UTC,2021-10-27 00:27:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98045361,https://inaturalist-open-data.s3.amazonaws.com/photos/163160866/medium.jpg,,,Grupo de 10 indivíduos (sendo 2 infantes),3,0,FALSE,,Brazil,-228.395.169.517,-4.621.588.496,303,,,,30237,,obscured,TRUE,,,,Extrema,Minas Gerais,Brazil,Minas Gerais,Extrema,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
98148181,a913ec58-f156-4789-9bf2-c93951c6b3b0,2021/09/23 1:11 PM -0300,2021-09-23,2021-09-23 16:11:00 UTC,Brasilia,1032016,pedro1203,Pedro Henrique Maloso Ramos,2021-10-13 23:01:45 UTC,2024-08-06 19:27:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/98148181,https://inaturalist-open-data.s3.amazonaws.com/photos/163353396/medium.jpeg,,,"Vídeo
https://youtu.be/4LWtunkMKOc",2,0,FALSE,,"São Paulo, BR",-229.918.541.458,-478.828.540.811,4,,,,30237,,obscured,TRUE,,,,Piracicaba,São Paulo,Brazil,São Paulo,Piracicaba,Callithrix aurita,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
98519343,d91084cc-0f74-4541-be64-8c5fc09153b3,2021/09/23 1:11 PM -0300,2021-09-23,2021-09-23 16:11:00 UTC,Brasilia,1032016,pedro1203,Pedro Henrique Maloso Ramos,2021-10-17 18:30:45 UTC,2024-08-06 19:27:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/98519343,https://inaturalist-open-data.s3.amazonaws.com/photos/164042720/medium.jpg,,,"Vídeo
https://youtu.be/4LWtunkMKOc",3,0,FALSE,,"São Paulo, BR",-228.032.810.695,-478.878.956.128,4,,,,30237,,obscured,TRUE,,,,Piracicaba,São Paulo,Brazil,São Paulo,Piracicaba,Callithrix aurita,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
102407596,918d5e99-b7b0-44b4-8056-99532bcf413c,2015/12/13 9:38 AM -0200,2015-12-13,2015-12-13 11:38:00 UTC,Mid-Atlantic,5245229,rodrigo_m_ferronato,Rodrigo M. Ferronato,2021-12-03 13:46:04 UTC,2021-12-03 18:37:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102407596,https://inaturalist-open-data.s3.amazonaws.com/photos/171175600/medium.jpeg,,,,2,0,FALSE,,"São Paulo, BR",-234.428.260.666,-465.872.256.712,200,,,,30175,,obscured,TRUE,,,,São Paulo,São Paulo,Brazil,São Paulo,São Paulo,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
102418520,9a4a25cf-5774-4ab2-95a4-ce65f0caecac,2020/12/27 8:56 AM -0300,2020-12-27,2020-12-27 11:56:00 UTC,Brasilia,5245229,rodrigo_m_ferronato,Rodrigo M. Ferronato,2021-12-03 18:17:00 UTC,2021-12-03 18:35:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102418520,https://inaturalist-open-data.s3.amazonaws.com/photos/171196562/medium.jpeg,,,,1,0,FALSE,,"São Paulo, BR",-234.854.920.183,-458.888.155.272,50,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
102825594,eaba5682-9a9a-4217-9552-6653649f98d6,2021/11/20 11:07 AM -0300,2021-11-20,2021-11-20 14:07:00 UTC,Brasilia,1729870,edenfontes,Eden Fontes,2021-12-10 18:01:04 UTC,2024-11-28 01:38:11 UTC,research,,https://www.inaturalist.org/observations/102825594,https://static.inaturalist.org/photos/171968589/medium.jpg,,"Buffy-tufted-ear Marmoset, Callithrix aurita, SP, Sagui-da-serra-escuro, Salesópolis, Sítio Macuquinho, Trilha, mammals, mamíferos",,2,0,FALSE,,"São Paulo, BR",-23.589.668.477,-458.286.532.578,5,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
102831915,026ba64e-ffcd-4752-a352-059aedfa121a,2021/12/06 7:11 AM -0300,2021-12-06,2021-12-06 10:11:00 UTC,Brasilia,4824599,crisrappa,CRISTINA RAPPA,2021-12-10 20:25:27 UTC,2021-12-12 20:37:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102831915,https://inaturalist-open-data.s3.amazonaws.com/photos/171979985/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-234.875.200.437,-458.385.658.133,122,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
102972397,024ae1ed-ccf3-4855-92f0-e5f3f891b854,2014/01/01 8:05 PM -0300,2014-01-01,2014-01-01 22:05:00 UTC,Brasilia,5240991,e_tomazelli,,2021-12-13 03:01:38 UTC,2021-12-13 22:07:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102972397,https://inaturalist-open-data.s3.amazonaws.com/photos/172238202/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-232.988.399.993,-463.953.058.777,203,,,,30196,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
103816155,795968d9-d384-4f18-b641-ad4bb02f56fb,Fri Jul 17 2020 09:29:00 GMT-0300 (GMT-3),2020-07-17,2020-07-17 12:29:00 UTC,Brasilia,1544565,carolinautida,Carolina Utida,2021-12-28 12:32:34 UTC,2023-01-28 11:23:28 UTC,research,,https://www.inaturalist.org/observations/103816155,https://static.inaturalist.org/photos/173847783/medium.jpg,,,,3,1,FALSE,3,"São Paulo, BR",-232.875.354.349,-468.455.686.248,84,,,,30196,,obscured,TRUE,,,,Cajamar,São Paulo,Brazil,São Paulo,Cajamar,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
105765048,aab2d7f6-74ed-41bf-8a9d-5827447e031c,2022-01-28 12:47:14,2022-01-28,2022-01-28 15:47:14 UTC,Brasilia,4132302,alex_mesquita,Alex Mesquita,2022-01-29 11:35:39 UTC,2022-01-31 01:29:02 UTC,research,,https://www.inaturalist.org/observations/105765048,https://static.inaturalist.org/photos/177533847/medium.jpeg,,,Grupos com cerca de 12 indivíduos,2,0,FALSE,2,"São Paulo, BR",-233.520.971.579,-457.392.518.551,1108,,,,30196,,obscured,TRUE,gps,gps,,Paraibuna,São Paulo,Brazil,São Paulo,Paraibuna,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
106353745,a2b9b476-cb30-4390-bf49-16c3ab927c5b,2013/04/13 8:32 AM UTC,2013-04-13,2013-04-13 08:32:00 UTC,UTC,3861508,rodrigo_mayworm,Rodrigo Mayworm,2022-02-08 02:18:02 UTC,2024-04-28 02:02:24 UTC,research,,https://www.inaturalist.org/observations/106353745,https://static.inaturalist.org/photos/178644874/medium.jpg,,,,4,0,FALSE,,"Rio de Janeiro, BR",-225.029.011.466,-433.067.367.048,122,,,,30278,,obscured,TRUE,,,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
108324770,c678d175-2982-42ad-bb4c-1206db945c10,2022-03-10 08:35:14,2022-03-10,2022-03-10 11:35:14 UTC,Brasilia,1205623,gussoni,Carlos Otávio Gussoni,2022-03-10 21:06:57 UTC,2024-06-21 19:03:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108324770,https://inaturalist-open-data.s3.amazonaws.com/photos/182361138/medium.jpeg,,,"Grupo com, pelo menos, cinco indivíduos (4 adultos e 1 filhote).",3,0,FALSE,2,"São Paulo, BR",-231.366.525.739,-452.660.891.075,,,,,30217,,obscured,TRUE,,,,Taubaté,São Paulo,Brazil,São Paulo,Taubaté,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
109393128,ffc20d1f-9df4-4360-87eb-1c8b193399ca,2019/10/02 3:03 PM UTC,2019-10-02,2019-10-02 15:03:00 UTC,UTC,5411787,wagnerflorentino,Wagner Teixeira Florentino,2022-03-24 19:08:02 UTC,2022-11-13 19:58:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109393128,https://inaturalist-open-data.s3.amazonaws.com/photos/184365312/medium.jpeg,,,,3,0,FALSE,,"Minas Gerais, BR",-220.313.490.779,-451.733.766.838,244,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
111792923,43e22424-f418-43f3-af19-b18df3cb472d,2022/04/04 09:15,2022-04-04,2022-04-04 13:15:00 UTC,Santiago,4412888,alessandrorocha_eco,Alessandro Rocha,2022-04-17 15:49:38 UTC,2022-04-18 00:29:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111792923,https://inaturalist-open-data.s3.amazonaws.com/photos/188765080/medium.jpeg,,,Parque de Eventos,2,0,FALSE,,Brazil,-229.832.546.756,-46.296.446.547,2935,,,,30237,,obscured,TRUE,,,,Extrema,Minas Gerais,Brazil,Minas Gerais,Extrema,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
115278030,c2e69579-dbab-482a-9995-7af24c93c06d,2020-11-24 10:36:34,2020-11-24,2020-11-24 13:36:34 UTC,Brasilia,5626892,ferraz76,rodrigo ferraz,2022-05-04 03:02:07 UTC,2022-05-05 17:23:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115278030,https://static.inaturalist.org/photos/194591780/medium.jpeg,,,,1,0,FALSE,2,,-213.511.729.651,-502.011.289.912,1599291,,,,1599291,,obscured,TRUE,gps,gps,,Birigui,São Paulo,Brazil,São Paulo,Birigui,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
115339263,19aa7d95-57d0-407b-a5f0-cbe0bbd96bfc,2011/07/01 14:06,2011-07-01,2011-07-01 17:06:00 UTC,Brasilia,2618919,ramassotti,Luiz Carlos Ramassotti,2022-05-04 12:25:43 UTC,2022-06-03 22:41:30 UTC,research,,https://www.inaturalist.org/observations/115339263,https://static.inaturalist.org/photos/194688240/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-231.596.875.152,-448.200.742.088,4,,,,30217,,obscured,TRUE,,,,Cunha,São Paulo,Brazil,São Paulo,Cunha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
120748857,fbaf5506-1276-4207-91db-73e7d15e56a8,2022-02-26,2022-02-26,,Brasilia,5783119,fernando1167,Fernando Silva,2022-06-08 00:27:06 UTC,2022-12-03 00:55:31 UTC,research,,https://www.inaturalist.org/observations/120748857,https://static.inaturalist.org/photos/204261121/medium.jpeg,,,,3,1,FALSE,2,"São Paulo, BR",-233.747.370.171,-467.136.715.971,20,,,,30196,,obscured,TRUE,gps,gps,,Franco da Rocha,São Paulo,Brazil,São Paulo,Franco da Rocha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123125691,dcc67771-f014-467d-95f0-a67f8d1fc19c,2021/02/14 09:32,2021-02-14,2021-02-14 12:32:00 UTC,Brasilia,468727,calyptura,Luciano Lima,2022-06-23 19:44:18 UTC,2022-06-24 00:03:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123125691,https://inaturalist-open-data.s3.amazonaws.com/photos/208544606/medium.png,,"equipe, forrageando, filhote",Grupo observado na beira da estrada. Vários indivíduos estavam se alimentando de goma em uma Anadenanthera peregrina. No grupo havia pelo menos um indivíduo carregando um filhote. Imagens são capturas de arquivo de vídeo.,2,0,FALSE,,"São Paulo, BR",-231.657.402.803,-449.746.730.338,4,,,,30217,,obscured,TRUE,,,,Cunha,São Paulo,Brazil,São Paulo,Cunha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123294170,cd79fcbf-b773-46d2-9abe-f1b937888462,2022-06-19 15:27:40,2022-06-19,2022-06-19 18:27:40 UTC,Brasilia,468727,calyptura,Luciano Lima,2022-06-25 00:04:58 UTC,2022-06-25 01:11:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123294170,https://inaturalist-open-data.s3.amazonaws.com/photos/208851937/medium.jpeg,,,Grupo com pelo menos 6 indivíduos na beira da estrada forrageando em uma Anadenanthera peregrina. Um dos indivíduos possuia apenas metade da cauda.,1,0,FALSE,2,"São Paulo, BR",-231.285.142.443,-448.448.933.282,,,,,30217,,obscured,TRUE,gps,gps,,Cunha,São Paulo,Brazil,São Paulo,Cunha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123756574,7a05b06e-2ab3-4e0b-9309-4b7e7fd0c373,2022/03/27 07:43,2022-03-27,2022-03-27 10:43:00 UTC,Brasilia,5859391,thiagolyra,,2022-06-27 22:39:20 UTC,2025-04-21 18:33:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123756574,https://inaturalist-open-data.s3.amazonaws.com/photos/209685131/medium.jpg,,,,4,0,FALSE,,Brazil,-208.249.892.389,-420.002.075.217,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123756598,b1486d15-4979-4b56-b706-0618ffd5a04d,2016/02/12 16:20,2016-02-12,2016-02-12 18:20:00 UTC,Brasilia,5859391,thiagolyra,,2022-06-27 22:39:27 UTC,2025-04-21 18:33:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123756598,https://inaturalist-open-data.s3.amazonaws.com/photos/209685504/medium.jpeg,,,,6,0,FALSE,,Brazil,-208.458.162.194,-418.218.823.306,2026,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123756601,2f9b80a9-9e17-4a0e-8e7c-50d642cab401,2016/02/12 16:22,2016-02-12,2016-02-12 18:22:00 UTC,Brasilia,5859391,thiagolyra,,2022-06-27 22:39:27 UTC,2024-04-28 02:26:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123756601,https://inaturalist-open-data.s3.amazonaws.com/photos/209685531/medium.jpeg,,,,4,0,FALSE,,Brazil,-209.863.547.088,-419.899.538.532,2026,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123898499,3616b6ec-0589-4abc-a176-b192740a8411,2015/01/17 09:46,2015-01-17,2015-01-17 11:46:00 UTC,Brasilia,5859391,thiagolyra,,2022-06-28 23:11:06 UTC,2024-04-28 02:26:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123898499,https://inaturalist-open-data.s3.amazonaws.com/photos/209945113/medium.jpeg,,,,4,0,FALSE,,Brazil,-209.772.360.767,-420.850.135.532,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123898555,4e34d1a2-2b44-4f49-9d1d-ccd82252cde5,2017/09/07 07:19,2017-09-07,2017-09-07 10:19:00 UTC,Brasilia,5859391,thiagolyra,,2022-06-28 23:11:44 UTC,2024-04-28 02:40:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123898555,https://inaturalist-open-data.s3.amazonaws.com/photos/209945275/medium.jpeg,,,,3,0,FALSE,,Brazil,-209.137.936.074,-421.510.589.509,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-Serra-Escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
123902020,6ee37176-49f3-48cc-ad40-80eceb2bad54,2019/11/15 11:46,2019-11-15,2019-11-15 14:46:00 UTC,Brasilia,5859391,thiagolyra,,2022-06-28 23:44:03 UTC,2025-04-21 18:32:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123902020,https://inaturalist-open-data.s3.amazonaws.com/photos/209951347/medium.jpeg,,,Com filhotes gêmeos.,4,0,FALSE,,Brazil,-208.450.147.856,-420.941.861.715,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
126860645,dfc4dd41-c645-4af8-bd11-b66a6f431980,2022/07/18 09:06,2022-07-18,2022-07-18 12:06:00 UTC,Brasilia,874916,tomaz_melo,Tomaz Nascimento de Melo,2022-07-18 20:12:11 UTC,2022-11-13 22:32:54 UTC,research,CC0,https://www.inaturalist.org/observations/126860645,https://inaturalist-open-data.s3.amazonaws.com/photos/215296953/medium.jpg,https://static.inaturalist.org/sounds/506943.wav?1658754406,,"Fazenda Montes Claros, São José dos Campos, SP, Brasil.",3,0,FALSE,,"São Paulo, BR",-231.244.102.586,-460.592.539.797,5619,,,,30217,,obscured,TRUE,,,,São José dos Campos,São Paulo,Brazil,São Paulo,São José dos Campos,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
128377916,58524923-742c-461e-ae08-d22536e75328,2015/12/04 09:05,2015-12-04,2015-12-04 11:05:00 UTC,Brasilia,5859391,thiagolyra,,2022-07-28 23:44:39 UTC,2024-04-28 02:29:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/128377916,https://inaturalist-open-data.s3.amazonaws.com/photos/218053549/medium.jpeg,,,,2,0,FALSE,,Brazil,-209.927.204.116,-421.342.920.535,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
129733131,74f9b827-c33b-49c4-a504-8bd4f677a991,2022/01/23 11:20,2022-01-23,2022-01-23 14:20:00 UTC,Brasilia,4796356,nailsonjr17,Nailson Júnior,2022-08-06 21:16:31 UTC,2022-08-07 17:14:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/129733131,https://inaturalist-open-data.s3.amazonaws.com/photos/220509254/medium.jpg,,,,3,0,FALSE,,"São Paulo, BR",-232.442.407.553,-464.506.285.616,700,,,,30196,,obscured,TRUE,,,,Guarulhos,São Paulo,Brazil,São Paulo,Guarulhos,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
129733133,52d04dd5-662d-4e0b-b1a4-9ef316fcb9b0,2022/01/23 11:20,2022-01-23,2022-01-23 14:20:00 UTC,Brasilia,4796356,nailsonjr17,Nailson Júnior,2022-08-06 21:16:31 UTC,2022-08-07 02:24:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/129733133,https://inaturalist-open-data.s3.amazonaws.com/photos/220509280/medium.jpg,,,,3,0,FALSE,,"São Paulo, BR",-233.257.779.368,-465.830.115.636,700,,,,30196,,obscured,TRUE,,,,Guarulhos,São Paulo,Brazil,São Paulo,Guarulhos,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
136060528,3d5c4fb3-b693-4b74-80df-ed2843207023,2018-08-18,2018-08-18,,Brasilia,4867034,taina_t_furtado,Tainá Teixeira Furtado,2022-09-22 17:35:21 UTC,2023-12-11 17:51:28 UTC,research,,https://www.inaturalist.org/observations/136060528,https://static.inaturalist.org/photos/232158643/medium.jpeg,,,,4,0,FALSE,2,"Minas Gerais, BR",-223.035.762.898,-456.970.738.501,2951,,,,30298,,obscured,TRUE,gps,gps,,Santa Rita do Ibitipoca,Minas Gerais,Brazil,Minas Gerais,Santa Rita do Ibitipoca,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
138557584,e0c85216-220f-4f3b-b835-3c475571654f,2022-08-19 13:25:00,2022-08-19,2022-08-19 16:25:00 UTC,Brasilia,6195972,volpe00,Volpe,2022-10-12 23:03:09 UTC,2022-10-14 01:51:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138557584,https://inaturalist-open-data.s3.amazonaws.com/photos/236845852/medium.jpeg,,,,1,0,FALSE,2,"São Paulo, BR",-232.892.054.943,-452.708.308.752,2839,,,,30196,,obscured,TRUE,gps,gps,,Natividade da Serra,São Paulo,Brazil,São Paulo,Natividade da Serra,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
140925659,d9a93a07-79be-44d0-ba38-b1315029abd2,2022/10/30 08:09,2022-10-30,2022-10-30 11:09:00 UTC,Brasilia,5859391,thiagolyra,,2022-11-02 23:34:13 UTC,2025-04-21 18:27:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140925659,https://inaturalist-open-data.s3.amazonaws.com/photos/241311387/medium.jpg,,,,5,0,FALSE,,Brazil,-209.808.866.271,-421.181.681.752,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
141191468,8c8c8fa1-e1ad-431d-9f48-1dc31c14dac8,2022-11-05 13:11:12-03:00,2022-11-05,2022-11-05 16:11:12 UTC,Brasilia,627958,shannonbuttimer,Shannon Buttimer,2022-11-05 20:21:44 UTC,2022-11-07 22:01:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/141191468,https://inaturalist-open-data.s3.amazonaws.com/photos/241821160/medium.jpg,,,,2,0,FALSE,3,"São Paulo, BR",-232.647.591.202,-452.007.206.658,23,,,,30196,,obscured,TRUE,,,,São Luiz do Paraitinga,São Paulo,Brazil,São Paulo,São Luiz do Paraitinga,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
143724188,c5982971-6b3c-423c-8683-90d9122ccf3b,2022/07/09 11:15,2022-07-09,2022-07-09 14:15:00 UTC,Brasilia,2625662,lsmarujo,Leonardo Marujo,2022-12-05 14:24:04 UTC,2022-12-05 14:49:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/143724188,https://inaturalist-open-data.s3.amazonaws.com/photos/246536486/medium.jpeg,,,,2,0,FALSE,,"Minas Gerais, BR",-221.803.398.202,-451.320.098.324,258,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
146398208,a19ef1d6-d6e5-47f6-b1f6-1b1e5c266893,2023-01-07,2023-01-07,,Brasilia,6274998,andrehronzani,André Ronzani,2023-01-12 13:18:46 UTC,2023-02-14 03:17:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/146398208,https://inaturalist-open-data.s3.amazonaws.com/photos/251685253/medium.jpeg,,,,3,0,FALSE,2,"Minas Gerais, BR",-220.003.665.079,-450.109.986.849,110,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
146795135,7c626aa2-cf57-4d60-8254-8dc53569d34e,2022/07/26 11:26,2022-07-26,2022-07-26 14:26:00 UTC,Brasilia,6428674,arthurp_fotos,Arthur Cavalcanti,2023-01-18 00:53:13 UTC,2023-01-30 17:58:56 UTC,research,,https://www.inaturalist.org/observations/146795135,https://static.inaturalist.org/photos/252459960/medium.jpeg,,,,2,0,FALSE,,"Minas Gerais, BR",-220.456.765.678,-45.150.737.819,477,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Callithrix aurita,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
147201131,349d5db6-8c8b-4d43-b3cb-55eac5cce0e7,2023/01/16 10:16,2023-01-16,2023-01-16 13:16:00 UTC,Brasilia,780896,rudygelis,Rudy Gelis,2023-01-23 16:31:18 UTC,2024-08-10 19:25:41 UTC,research,,https://www.inaturalist.org/observations/147201131,https://static.inaturalist.org/photos/253248832/medium.jpeg,https://static.inaturalist.org/sounds/1095752.wav?1718501645,,,3,0,FALSE,,"São Paulo, BR",-235.160.244.422,-458.743.790.431,600,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
147295718,dfd8f30d-935e-4c0e-984c-c951c877b757,2023-01-24 20:04:20,2023-01-24,2023-01-24 23:04:20 UTC,Brasilia,2315947,renatohugo,Renato Hugo,2023-01-24 23:35:15 UTC,2023-01-30 17:52:00 UTC,research,,https://www.inaturalist.org/observations/147295718,https://static.inaturalist.org/photos/253431681/medium.jpeg,,,,3,0,FALSE,2,"São Paulo, BR",-22.674.154.744,-454.697.337.757,1579,,,,30258,,obscured,TRUE,,,,São Bento do Sapucaí,São Paulo,Brazil,São Paulo,São Bento do Sapucaí,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
148327267,5244a992-cc5e-44af-99c7-61ccf15699eb,2018/01/26 14:57,2018-01-26,2018-01-26 16:57:00 UTC,Brasilia,3055560,mitidi,Ricardo Mitidieri,2023-02-08 17:29:33 UTC,2023-02-09 21:52:32 UTC,research,,https://www.inaturalist.org/observations/148327267,https://static.inaturalist.org/photos/255405983/medium.jpg,,,,2,0,FALSE,,"Minas Gerais, BR",-220.408.214.301,-450.633.333.902,8,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
148865239,93cb7172-979c-4fcb-8024-bd7edb507cd9,2023/02/11 08:18,2023-02-11,2023-02-11 11:18:00 UTC,Brasilia,2618919,ramassotti,Luiz Carlos Ramassotti,2023-02-16 00:44:33 UTC,2023-02-16 07:48:24 UTC,research,,https://www.inaturalist.org/observations/148865239,https://static.inaturalist.org/photos/256431618/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-235.148.836.587,-458.438.229.349,8,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
